"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 08 19:26:13 CST 2020","Tue Dec 08 19:26:13 CST 2020","383","testecase.case","test_test","Testtest","","","我的社群课程","{title}"
"passed","Tue Dec 08 19:26:12 CST 2020","Tue Dec 08 19:26:13 CST 2020","889","testecase.case","test_test","Testtest","","","用户信息","{title}"
