"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 14 17:56:09 CST 2020","Mon Dec 14 17:56:10 CST 2020","1114","testecase.case","test_test","Testtest","","","用户信息","广东省"
"passed","Mon Dec 14 17:56:10 CST 2020","Mon Dec 14 17:56:10 CST 2020","352","testecase.case","test_test","Testtest","","","我的社群课程","广东省"
