"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 18 19:08:01 CST 2020","Fri Dec 18 19:08:02 CST 2020","1155","父节点testcase/case","测试套test_test.py","子测试套:类Testtest","","","用户信息","用户信息"
"passed","Fri Dec 18 19:08:02 CST 2020","Fri Dec 18 19:08:03 CST 2020","337","父节点testcase/case","测试套test_test.py","子测试套:类Testtest","","","我的社群课程","我的社群课程"
