"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 05 12:03:22 CST 2020","Thu Nov 05 12:03:22 CST 2020","539","testecase.case","test_test","Testtest","","","用户信息",""
"broken","Thu Nov 05 12:03:22 CST 2020","Thu Nov 05 12:03:22 CST 2020","40","testecase.case","test_test","Testtest","","","支付信息",""
