"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 14 18:39:41 CST 2020","Mon Dec 14 18:39:42 CST 2020","679","testecase.case","test_test","Testtest","","","用户信息","用户信息"
"passed","Mon Dec 14 18:39:42 CST 2020","Mon Dec 14 18:39:42 CST 2020","313","testecase.case","test_test","Testtest","","","我的社群课程","我的社群课程"
